latitude,longitude,elevation
52.532011,-117.645518,1396.4
52.532007,-117.645525,1396.4
52.532003,-117.645532,1396.4
52.531991,-117.645535,1396.1
52.531974,-117.645545,1396.0
52.531952,-117.645538,1395.9
52.531942,-117.645539,1395.8
52.531939,-117.64553,1395.8
52.531924,-117.645515,1395.7
52.531918,-117.645513,1395.6
52.531905,-117.645511,1395.6
52.531896,-117.645507,1395.5
52.531884,-117.645498,1395.4
52.531867,-117.645492,1395.3
52.53186,-117.645482,1395.3
52.53186,-117.645476,1395.2
52.531847,-117.645462,1395.1
52.531836,-117.645453,1395.0
52.531817,-117.64543,1394.9
52.531809,-117.645426,1394.8
52.531795,-117.645417,1394.7
52.531786,-117.645412,1394.7
52.531781,-117.64541,1394.6
52.531771,-117.645415,1394.5
52.531759,-117.645413,1394.5
52.531747,-117.645406,1394.4
52.531742,-117.645403,1394.3
52.53173,-117.645404,1394.2
52.53173,-117.645408,1394.2
52.531716,-117.645415,1394.1
52.531706,-117.64543,1394.0
52.531708,-117.645444,1394.0
52.531697,-117.645455,1393.9
52.531685,-117.645465,1393.8
52.531676,-117.645475,1393.7
52.531673,-117.645481,1393.7
52.531652,-117.645501,1393.5
52.531637,-117.645501,1393.4
52.531621,-117.645515,1393.3
52.531613,-117.645526,1393.2
52.531607,-117.645552,1393.1
52.531596,-117.64556,1393.0
52.531592,-117.645572,1393.0
52.531588,-117.64558,1392.9
52.531589,-117.645575,1392.9
52.531592,-117.645566,1392.9
52.531594,-117.645561,1392.8
52.531596,-117.64556,1392.8
52.531596,-117.64556,1392.8
52.531596,-117.64556,1392.8
52.531596,-117.64556,1392.8
52.531596,-117.64556,1392.8
52.531599,-117.645575,1392.8
52.531607,-117.64558,1392.7
52.531612,-117.645581,1392.7
52.531601,-117.645578,1392.6
52.531592,-117.645588,1392.5
52.531586,-117.645584,1392.5
52.531592,-117.645599,1392.4
52.531582,-117.645623,1392.3
52.531576,-117.645646,1392.2
52.531575,-117.645653,1392.2
52.531575,-117.64566,1392.2
52.531574,-117.645667,1392.1
52.531574,-117.645674,1392.1
52.531573,-117.645681,1392.1
52.531572,-117.645688,1392.0
52.531548,-117.645707,1391.9
52.531541,-117.64572,1391.8
52.531532,-117.64572,1391.7
52.531512,-117.645735,1391.6
52.531492,-117.645755,1391.5
52.531481,-117.645765,1391.4
52.531459,-117.645792,1391.2
52.53145,-117.645808,1391.1
52.531442,-117.645825,1391.0
52.531454,-117.645834,1390.9
52.531442,-117.645847,1390.8
52.531419,-117.645855,1390.6
52.53141,-117.645875,1390.5
52.531406,-117.645909,1390.4
52.531406,-117.645943,1390.2
52.531398,-117.645954,1390.1
52.53139,-117.645966,1390.1
52.531384,-117.645994,1389.9
52.531375,-117.646006,1389.8
52.53137,-117.646021,1389.8
52.531365,-117.646037,1389.7
52.531361,-117.646059,1389.6
52.531353,-117.646081,1389.5
52.531345,-117.646087,1389.4
52.531339,-117.646095,1389.4
52.531337,-117.646108,1389.3
52.531334,-117.64613,1389.2
52.531332,-117.646143,1389.1
52.531319,-117.646149,1389.0
52.531305,-117.646152,1388.9
52.531297,-117.646181,1388.8
52.531303,-117.646197,1388.7
52.531296,-117.64623,1388.6
52.531296,-117.646243,1388.6
52.531296,-117.646255,1388.5
52.531296,-117.646273,1388.4
52.531302,-117.646292,1388.3
52.531295,-117.64631,1388.3
52.531305,-117.646328,1388.2
52.531297,-117.646348,1388.1
52.531286,-117.646362,1388.0
52.531286,-117.646386,1387.9
52.531277,-117.646406,1387.8
52.531268,-117.646423,1387.7
52.531266,-117.64644,1387.7
52.531266,-117.646452,1387.6
52.531265,-117.64647,1387.6
52.531261,-117.646483,1387.5
52.531262,-117.646501,1387.4
52.531262,-117.646525,1387.3
52.531263,-117.646538,1387.3
52.531272,-117.646536,1387.2
52.531275,-117.646549,1387.2
52.531274,-117.646572,1387.1
52.531273,-117.646587,1387.0
52.531272,-117.646602,1387.0
52.53127,-117.646617,1386.9
52.531261,-117.646634,1386.8
52.531265,-117.646651,1386.8
52.531268,-117.646665,1386.7
52.531255,-117.64669,1386.6
52.531247,-117.646698,1386.6
52.531239,-117.646706,1386.5
52.531236,-117.646728,1386.4
52.531222,-117.646755,1386.3
52.531221,-117.646788,1386.2
52.53122,-117.6468,1386.2
52.531218,-117.646812,1386.1
52.531217,-117.646825,1386.1
52.531211,-117.646839,1386.1
52.531208,-117.646867,1386.0
52.531201,-117.646876,1385.9
52.531202,-117.646865,1385.9
52.531204,-117.646833,1385.8
52.531211,-117.646847,1385.8
52.531215,-117.646848,1385.7
52.531224,-117.646838,1385.7
52.531237,-117.646834,1385.6
52.531231,-117.646844,1385.6
52.531233,-117.646861,1385.5
52.531234,-117.646878,1385.5
52.531235,-117.646895,1385.4
52.531242,-117.646916,1385.4
52.531245,-117.64693,1385.3
52.531252,-117.646946,1385.3
52.531228,-117.646968,1385.1
52.531214,-117.647028,1385.0
52.53121,-117.647048,1384.9
52.531203,-117.647065,1384.9
52.531201,-117.64709,1384.8
52.531188,-117.647126,1384.7
52.531186,-117.647146,1384.6
52.53118,-117.647187,1384.5
52.531172,-117.647213,1384.4
52.531155,-117.647265,1384.3
52.531148,-117.647286,1384.2
52.531137,-117.647276,1384.1
52.531134,-117.647297,1384.0
52.531123,-117.647315,1384.0
52.53112,-117.647346,1383.8
52.531116,-117.647363,1383.8
52.531112,-117.64738,1383.7
52.531103,-117.64741,1383.6
52.531109,-117.647402,1383.5
52.531106,-117.647401,1383.5
52.531104,-117.647427,1383.4
52.531098,-117.647484,1383.2
52.531079,-117.647495,1383.1
52.531074,-117.647513,1383.0
52.531069,-117.647532,1382.9
52.531057,-117.647569,1382.7
52.531055,-117.647581,1382.7
52.531052,-117.647593,1382.6
52.531048,-117.647605,1382.6
52.53105,-117.647617,1382.5
52.53104,-117.647633,1382.4
52.531034,-117.647677,1382.2
52.531032,-117.647704,1382.1
52.531034,-117.647723,1382.0
52.531027,-117.647765,1381.8
52.531023,-117.647781,1381.7
52.53102,-117.647797,1381.6
52.531021,-117.647799,1381.6
52.531021,-117.647828,1381.5
52.531019,-117.647849,1381.4
52.531012,-117.647873,1381.2
52.531011,-117.647901,1381.1
52.531003,-117.647912,1381.0
52.530999,-117.647924,1380.9
52.530994,-117.64794,1380.8
52.530985,-117.647958,1380.7
52.530988,-117.647974,1380.6
52.530986,-117.647982,1380.5
52.530985,-117.647997,1380.5
52.530976,-117.648025,1380.3
52.53097,-117.648036,1380.2
52.530963,-117.648048,1380.1
52.530946,-117.648079,1379.8
52.530934,-117.648093,1379.7
52.530926,-117.648123,1379.4
52.53092,-117.648136,1379.3
52.530914,-117.648137,1379.3
52.530908,-117.648156,1379.1
52.530902,-117.648167,1379.0
52.530888,-117.648177,1378.9
52.530887,-117.648186,1378.8
52.530872,-117.648193,1378.6
52.530869,-117.648194,1378.6
52.530859,-117.648207,1378.4
52.530849,-117.648202,1378.3
52.530845,-117.648214,1378.2
52.53084,-117.648226,1378.1
52.530836,-117.648237,1378.0
52.530831,-117.648249,1377.9
52.53082,-117.648279,1377.6
52.530814,-117.64829,1377.5
52.530808,-117.648301,1377.4
52.530806,-117.648325,1377.2
52.530801,-117.648336,1377.1
52.53079,-117.648327,1376.9
52.530786,-117.648335,1376.8
52.530785,-117.64833,1376.8
52.530781,-117.648336,1376.7
52.530777,-117.648342,1376.7
52.530772,-117.648348,1376.6
52.530768,-117.648354,1376.5
52.530764,-117.64836,1376.5
52.530759,-117.648365,1376.4
52.530755,-117.648371,1376.3
52.530738,-117.648382,1376.1
52.530733,-117.648404,1375.9
52.530724,-117.648447,1375.5
52.530718,-117.648458,1375.4
52.530712,-117.64849,1375.2
52.530713,-117.648504,1375.1
52.530706,-117.648535,1374.8
52.53071,-117.648552,1374.7
52.530713,-117.648569,1374.5
52.530699,-117.648585,1374.3
52.530692,-117.648588,1374.2
52.530685,-117.64859,1374.1
52.530678,-117.648592,1374.1
52.530665,-117.648614,1373.8
52.53066,-117.648624,1373.7
52.530654,-117.648634,1373.6
52.530649,-117.648644,1373.6
52.530642,-117.648646,1373.5
52.530632,-117.648643,1373.4
52.530621,-117.648656,1373.2
52.530615,-117.64868,1373.0
52.530608,-117.648716,1372.8
52.530601,-117.648737,1372.6
52.530593,-117.648748,1372.5
52.530586,-117.648769,1372.4
52.53058,-117.648786,1372.2
52.530575,-117.648793,1372.2
52.530562,-117.648837,1371.9
52.530559,-117.64885,1371.8
52.530546,-117.648856,1371.7
52.530531,-117.648866,1371.5
52.530507,-117.648901,1371.2
52.530498,-117.648901,1371.1
52.530492,-117.648935,1370.9
52.530481,-117.648952,1370.8
52.530471,-117.64899,1370.5
52.530462,-117.649011,1370.4
52.530461,-117.648994,1370.3
52.530457,-117.649,1370.3
52.530448,-117.648999,1370.2
52.53044,-117.649008,1370.1
52.530431,-117.649006,1370.0
52.53042,-117.649024,1369.9
52.530414,-117.649049,1369.7
52.5304,-117.649061,1369.6
52.530385,-117.649067,1369.5
52.530365,-117.649063,1369.3
52.530353,-117.649064,1369.2
52.530333,-117.649074,1369.0
52.530324,-117.64908,1368.9
52.530314,-117.649085,1368.8
52.530302,-117.649078,1368.7
52.530287,-117.649088,1368.6
52.530275,-117.649098,1368.5
52.530258,-117.649117,1368.3
52.530246,-117.649124,1368.2
52.530231,-117.64915,1368.0
52.530213,-117.649142,1367.9
52.530203,-117.649151,1367.8
52.530187,-117.64916,1367.6
52.53018,-117.649158,1367.6
52.530172,-117.649155,1367.5
52.530165,-117.649153,1367.5
52.530146,-117.64919,1367.2
52.53014,-117.649215,1367.1
52.530122,-117.649227,1366.9
52.530097,-117.649257,1366.7
52.530091,-117.64927,1366.6
52.530065,-117.649283,1366.4
52.530056,-117.649287,1366.3
52.530049,-117.649267,1366.2
52.53003,-117.649268,1366.0
52.529997,-117.649276,1365.9
52.529986,-117.649284,1365.9
52.529969,-117.649295,1365.8
52.529956,-117.649313,1365.8
52.529928,-117.649318,1365.7
52.529918,-117.649321,1365.7
52.529912,-117.649344,1365.7
52.529891,-117.649349,1365.6
52.529865,-117.649371,1365.5
52.529856,-117.649373,1365.5
52.529833,-117.649386,1365.5
52.529825,-117.649397,1365.5
52.529817,-117.649409,1365.4
52.529797,-117.649415,1365.4
52.529788,-117.649419,1365.4
52.529757,-117.649396,1365.3
52.529748,-117.649394,1365.3
52.529721,-117.649388,1365.3
52.529712,-117.649382,1365.3
52.529701,-117.649399,1365.3
52.529693,-117.649427,1365.3
52.529678,-117.649447,1365.2
52.52967,-117.649459,1365.2
52.529661,-117.649472,1365.2
52.529638,-117.649482,1365.2
52.529628,-117.649481,1365.2
52.529618,-117.64948,1365.2
52.529609,-117.649482,1365.2
52.529599,-117.649488,1365.2
52.529593,-117.649504,1365.2
52.529594,-117.649514,1365.2
52.52959,-117.649513,1365.1
52.529579,-117.649551,1365.1
52.529566,-117.649575,1365.1
52.529555,-117.649589,1365.1
52.529547,-117.649602,1365.1
52.529541,-117.649616,1365.1
52.529543,-117.649643,1365.1
52.529538,-117.649663,1365.1
52.529527,-117.649681,1365.1
52.529519,-117.64968,1365.1
52.529516,-117.649664,1365.1
52.529509,-117.649688,1365.1
52.529503,-117.649721,1365.1
52.52949,-117.649732,1365.1
52.529482,-117.649745,1365.0
52.529476,-117.649755,1365.0
52.529468,-117.649777,1365.0
52.529462,-117.649785,1365.0
52.529452,-117.64978,1365.0
52.529445,-117.649788,1365.0
52.529427,-117.649812,1365.0
52.529424,-117.649823,1365.0
52.529417,-117.649826,1365.0
52.529415,-117.649845,1365.0
52.529412,-117.649851,1365.0
52.529402,-117.649863,1365.0
52.529405,-117.649896,1365.0
52.52941,-117.649921,1365.0
52.529399,-117.649945,1365.0
52.529395,-117.649942,1365.0
52.529385,-117.649962,1365.0
52.529377,-117.649983,1365.0
52.529366,-117.649997,1365.0
52.52936,-117.650004,1365.0
52.529344,-117.650003,1365.0
52.529318,-117.650038,1365.0
52.529309,-117.650048,1365.0
52.529303,-117.650069,1365.0
52.529283,-117.650077,1365.0
52.52927,-117.650082,1365.0
52.529267,-117.650091,1365.0
52.529256,-117.650113,1365.0
52.529247,-117.65014,1365.0
52.52924,-117.650162,1365.0
52.529228,-117.65017,1364.9
52.52922,-117.650166,1364.9
52.529214,-117.650188,1364.9
52.529199,-117.650224,1364.9
52.529195,-117.650241,1364.9
52.52919,-117.650233,1364.9
52.529174,-117.650248,1364.9
52.529167,-117.650257,1364.9
52.529169,-117.650258,1364.9
52.529165,-117.650282,1364.9
52.529147,-117.650323,1364.9
52.529148,-117.650351,1364.9
52.529143,-117.650368,1364.9
52.529139,-117.650378,1364.9
52.529144,-117.650355,1364.9
52.529142,-117.650345,1364.9
52.529142,-117.650344,1364.9
52.529145,-117.650322,1364.9
52.529141,-117.650335,1364.9
52.529156,-117.650356,1364.9
52.529161,-117.650368,1364.9
52.529157,-117.65035,1364.9
52.529142,-117.650356,1364.9
52.529138,-117.650372,1364.9
52.529132,-117.650395,1364.9
52.529132,-117.650412,1364.9
52.529117,-117.650432,1364.9
52.529112,-117.650442,1364.9
52.529101,-117.650471,1365.0
52.529091,-117.650482,1365.0
52.529092,-117.65049,1365.0
52.52909,-117.650511,1365.0
52.529085,-117.650534,1365.0
52.529075,-117.650565,1365.0
52.529068,-117.650579,1365.0
52.529062,-117.650594,1365.0
52.529056,-117.650606,1365.0
52.529057,-117.650595,1365.0
52.529053,-117.650622,1365.0
52.529046,-117.650638,1365.0
52.529036,-117.650687,1365.0
52.529031,-117.650695,1365.0
52.529026,-117.650707,1365.0
52.529028,-117.65073,1365.0
52.529026,-117.650722,1365.0
52.529023,-117.650745,1365.0
52.529023,-117.650782,1365.0
52.52902,-117.650795,1365.0
52.529016,-117.650808,1365.0
52.529012,-117.650817,1365.0
52.528999,-117.650854,1365.0
52.528979,-117.650883,1365.0
52.528969,-117.650894,1365.0
52.528972,-117.650906,1365.0
52.528971,-117.650928,1364.9
52.528963,-117.650949,1364.9
52.528957,-117.650962,1364.9
52.528965,-117.650982,1364.9
52.528962,-117.650995,1364.9
52.528949,-117.651034,1364.9
52.528939,-117.651069,1364.8
52.528938,-117.651084,1364.8
52.528936,-117.651099,1364.8
52.528926,-117.651139,1364.8
52.528922,-117.651158,1364.8
52.528915,-117.651184,1364.8
52.52891,-117.651201,1364.8
52.528895,-117.651219,1364.8
52.528885,-117.65122,1364.8
52.528874,-117.651221,1364.8
52.528844,-117.651226,1364.8
52.528835,-117.651233,1364.8
52.528825,-117.651251,1364.8
52.52881,-117.651272,1364.8
52.528796,-117.651288,1364.8
52.528787,-117.651294,1364.8
52.528778,-117.6513,1364.8
52.528764,-117.651307,1364.8
52.52876,-117.651348,1364.8
52.528748,-117.65135,1364.8
52.528733,-117.651377,1364.8
52.528733,-117.651348,1364.8
52.528726,-117.651368,1364.8
52.528717,-117.651385,1364.8
52.528708,-117.651404,1364.8
52.528694,-117.651411,1364.8
52.52868,-117.651418,1364.9
52.528679,-117.651419,1364.9
52.528671,-117.651418,1364.9
52.528656,-117.651392,1364.9
52.528635,-117.651397,1364.9
52.528621,-117.651393,1364.9
52.528616,-117.651387,1364.9
52.528597,-117.651393,1364.9
52.528594,-117.651409,1364.9
52.528582,-117.651423,1364.9
52.528577,-117.651416,1364.9
52.528575,-117.651417,1364.9
52.528563,-117.651427,1364.9
52.528548,-117.651456,1364.9
52.52854,-117.651454,1364.9
52.528528,-117.651462,1365.0
52.528516,-117.651478,1365.0
52.528508,-117.651496,1365.0
52.528503,-117.651502,1365.0
52.528503,-117.651519,1365.0
52.528493,-117.651537,1365.0
52.528488,-117.65156,1365.0
52.52848,-117.651592,1365.0
52.528478,-117.651605,1365.0
52.528476,-117.651617,1365.0
52.528473,-117.651632,1365.0
52.528468,-117.65164,1365.0
52.528464,-117.651649,1365.0
52.52846,-117.651669,1365.0
52.52846,-117.651694,1365.0
52.528453,-117.65172,1365.0
52.528445,-117.651736,1365.0
52.528437,-117.651762,1365.0
52.528428,-117.651777,1365.0
52.52842,-117.651791,1365.0
52.528413,-117.651804,1365.0
52.528406,-117.651818,1365.0
52.528399,-117.651868,1365.0
52.528397,-117.651883,1365.0
52.528395,-117.651918,1364.9
52.52839,-117.651935,1364.9
52.528385,-117.651952,1364.9
52.528387,-117.651995,1364.8
52.528391,-117.652024,1364.8
52.528394,-117.652043,1364.8
52.528391,-117.652053,1364.8
52.528392,-117.652073,1364.7
52.528383,-117.652099,1364.7
52.528378,-117.652111,1364.6
52.528372,-117.652122,1364.6
52.528386,-117.652122,1364.6
52.528388,-117.652122,1364.5
52.528388,-117.652139,1364.5
52.52839,-117.652161,1364.5
52.528391,-117.652165,1364.4
52.528389,-117.652192,1364.4
52.528389,-117.652216,1364.3
52.528381,-117.652236,1364.2
52.528373,-117.652261,1364.1
52.528383,-117.652271,1364.1
52.528384,-117.652285,1364.0
52.528383,-117.652291,1364.0
52.528381,-117.652305,1364.0
52.528383,-117.652328,1363.9
52.528386,-117.65234,1363.9
52.528382,-117.652345,1363.8
52.528386,-117.652363,1363.8
52.528377,-117.652387,1363.7
52.528377,-117.652415,1363.6
52.528374,-117.65243,1363.6
52.528378,-117.65244,1363.5
52.528381,-117.652451,1363.5
52.528385,-117.652461,1363.5
52.528388,-117.652472,1363.5
52.528384,-117.652502,1363.4
52.528382,-117.652509,1363.4
52.528396,-117.652494,1363.3
52.528403,-117.652503,1363.3
52.528399,-117.652522,1363.2
52.528401,-117.65255,1363.2
52.528392,-117.65256,1363.1
52.52839,-117.652577,1363.1
52.528386,-117.652586,1363.1
52.528377,-117.652609,1363.0
52.528372,-117.652629,1363.0
52.528368,-117.652666,1363.0
52.528365,-117.652682,1362.9
52.528363,-117.652698,1362.9
52.528348,-117.652715,1362.9
52.528344,-117.652732,1362.9
52.528332,-117.652761,1362.8
52.528328,-117.652776,1362.8
52.528323,-117.65279,1362.8
52.528315,-117.652824,1362.7
52.528313,-117.652841,1362.7
52.528311,-117.652858,1362.7
52.528301,-117.652873,1362.7
52.528293,-117.652895,1362.6
52.528279,-117.652918,1362.6
52.528272,-117.652926,1362.6
52.528266,-117.652934,1362.5
52.528253,-117.652935,1362.5
52.528238,-117.652943,1362.5
52.52823,-117.65296,1362.4
52.528222,-117.652993,1362.3
52.528222,-117.652997,1362.3
52.528218,-117.652997,1362.3
52.528207,-117.653007,1362.3
52.528199,-117.653022,1362.2
52.52818,-117.653041,1362.1
52.528175,-117.653048,1362.1
52.528169,-117.653056,1362.0
52.528153,-117.653084,1361.9
52.528139,-117.653089,1361.9
52.528129,-117.6531,1361.8
52.528121,-117.653122,1361.7
52.528111,-117.653139,1361.6
52.528096,-117.653161,1361.5
52.528091,-117.653166,1361.4
52.528085,-117.653178,1361.4
52.528074,-117.653193,1361.3
52.528068,-117.653197,1361.2
52.528062,-117.653211,1361.2
52.528044,-117.653205,1361.0
52.528033,-117.653202,1361.0
52.52802,-117.653201,1360.9
52.528013,-117.653217,1360.8
52.528005,-117.653238,1360.7
52.527992,-117.653258,1360.5
52.527982,-117.653277,1360.4
52.52798,-117.65329,1360.4
52.527978,-117.653302,1360.3
52.527977,-117.653315,1360.2
52.527978,-117.653323,1360.2
52.527974,-117.653339,1360.1
52.527969,-117.653367,1360.0
52.527949,-117.653399,1359.8
52.527942,-117.653425,1359.6
52.527932,-117.653446,1359.5
52.527927,-117.653444,1359.5
52.527925,-117.653438,1359.4
52.527915,-117.653431,1359.3
52.527913,-117.653431,1359.3
52.52791,-117.653435,1359.3
52.527903,-117.653465,1359.1
52.527897,-117.653475,1359.1
52.52789,-117.653479,1359.0
52.52788,-117.653497,1358.9
52.527872,-117.653508,1358.8
52.52786,-117.653514,1358.7
52.527853,-117.653525,1358.6
52.527846,-117.653537,1358.5
52.527849,-117.653567,1358.4
52.527854,-117.653555,1358.3
52.527847,-117.653572,1358.2
52.527851,-117.653557,1358.1
52.52785,-117.653553,1358.1
52.527858,-117.653532,1358.0
52.527864,-117.653554,1357.8
52.527865,-117.653564,1357.8
52.527866,-117.653575,1357.7
52.527866,-117.653585,1357.7
52.527867,-117.653596,1357.6
52.527868,-117.653606,1357.6
52.527867,-117.653608,1357.5
52.527865,-117.653627,1357.4
52.527857,-117.653647,1357.3
52.527845,-117.653645,1357.2
52.527835,-117.653637,1357.1
52.527825,-117.653654,1357.0
52.527815,-117.653668,1356.9
52.527803,-117.653681,1356.8
52.52779,-117.653696,1356.6
52.527783,-117.653695,1356.6
52.527773,-117.653701,1356.5
52.527772,-117.653722,1356.4
52.527771,-117.653717,1356.4
52.52777,-117.653721,1356.3
52.527765,-117.65372,1356.3
52.527763,-117.653734,1356.2
52.527766,-117.653729,1356.2
52.527766,-117.653729,1356.2
52.527766,-117.653729,1356.2
52.527768,-117.65372,1356.1
52.527771,-117.653742,1356.0
52.527772,-117.653739,1356.0
52.527765,-117.653742,1355.9
52.527753,-117.653748,1355.8
52.527747,-117.653766,1355.7
52.52774,-117.653778,1355.7
52.527741,-117.653791,1355.6
52.527742,-117.653793,1355.6
52.527734,-117.653806,1355.5
52.52773,-117.65382,1355.4
52.527721,-117.653836,1355.3
52.527709,-117.65386,1355.2
52.527702,-117.653874,1355.1
52.527694,-117.653888,1355.0
52.527667,-117.653911,1354.8
52.527656,-117.653929,1354.7
52.527645,-117.653936,1354.6
52.527634,-117.653939,1354.6
52.527623,-117.653942,1354.5
52.527612,-117.653944,1354.4
52.527589,-117.653962,1354.3
52.527584,-117.653965,1354.3
52.527579,-117.653968,1354.2
52.527567,-117.653988,1354.1
52.527562,-117.653993,1354.1
52.52758,-117.653976,1354.0
52.527596,-117.653965,1353.9
52.527594,-117.653973,1353.9
52.5276,-117.653988,1353.9
52.5276,-117.653999,1353.8
52.527592,-117.654008,1353.8
52.527582,-117.654018,1353.8
52.527576,-117.654028,1353.7
52.527562,-117.65407,1353.6
52.527553,-117.654087,1353.6
52.527543,-117.654108,1353.5
52.527533,-117.654101,1353.5
52.527521,-117.654134,1353.4
52.527508,-117.654166,1353.4
52.5275,-117.654171,1353.3
52.527492,-117.654176,1353.3
52.527469,-117.654188,1353.2
52.527462,-117.65419,1353.2
52.527456,-117.654191,1353.2
52.527449,-117.654193,1353.2
52.527438,-117.654212,1353.1
52.52744,-117.654217,1353.1
52.527434,-117.654216,1353.1
52.527426,-117.654238,1353.1
52.527422,-117.65425,1353.0
52.527419,-117.654267,1353.0
52.527415,-117.654275,1353.0
52.527404,-117.654276,1353.0
52.527379,-117.654295,1352.9
52.527371,-117.654303,1352.9
52.527361,-117.654327,1352.8
52.527358,-117.654327,1352.8
52.527345,-117.654326,1352.8
52.527336,-117.654358,1352.7
52.527324,-117.654372,1352.7
52.527307,-117.654409,1352.6
52.5273,-117.654425,1352.6
52.527291,-117.654432,1352.6
52.527278,-117.654435,1352.6
52.527269,-117.65445,1352.5
52.527265,-117.654451,1352.5
52.527248,-117.654457,1352.5
52.52724,-117.654458,1352.5
52.527233,-117.654471,1352.4
52.527217,-117.654478,1352.4
52.527214,-117.654487,1352.4
52.527203,-117.654492,1352.4
52.52719,-117.654506,1352.3
52.527181,-117.654513,1352.3
52.527174,-117.654517,1352.3
52.527165,-117.65453,1352.3
52.527161,-117.654532,1352.3
52.527156,-117.654533,1352.2
52.527143,-117.654552,1352.2
52.527134,-117.654549,1352.2
52.527126,-117.65456,1352.2
52.527114,-117.654556,1352.1
52.527114,-117.654567,1352.1
52.527106,-117.65458,1352.1
52.52709,-117.654597,1352.1
52.527083,-117.6546,1352.0
52.527075,-117.654602,1352.0
52.527068,-117.654605,1352.0
52.527057,-117.65461,1352.0
52.527055,-117.654607,1352.0
52.527039,-117.65462,1351.9
52.52703,-117.654618,1351.9
52.527023,-117.654634,1351.9
52.527012,-117.654639,1351.9
52.527001,-117.654658,1351.8
52.526994,-117.654664,1351.8
52.526987,-117.654671,1351.8
52.526979,-117.654677,1351.8
52.526965,-117.654684,1351.8
52.526955,-117.654685,1351.7
52.526954,-117.654701,1351.7
52.526943,-117.654719,1351.7
52.526937,-117.654728,1351.7
52.52693,-117.654737,1351.6
52.526924,-117.654746,1351.6
52.526919,-117.654754,1351.6
52.526913,-117.654773,1351.6
52.526907,-117.654781,1351.6
52.526892,-117.654805,1351.5
52.526884,-117.654811,1351.5
52.526875,-117.654817,1351.5
52.526866,-117.654823,1351.4
52.526868,-117.654825,1351.4
52.526859,-117.65484,1351.4
52.52685,-117.654862,1351.4
52.526829,-117.654884,1351.3
52.526823,-117.654887,1351.3
52.526817,-117.65489,1351.3
52.526812,-117.654895,1351.3
52.526807,-117.654916,1351.2
52.526805,-117.65493,1351.2
52.52679,-117.654945,1351.2
52.526785,-117.654954,1351.1
52.526778,-117.654948,1351.1
52.526767,-117.654964,1351.1
52.526763,-117.654976,1351.1
52.526755,-117.654989,1351.0
52.526748,-117.655014,1351.0
52.526747,-117.655029,1351.0
52.526745,-117.65504,1351.0
52.526734,-117.655057,1350.9
52.526722,-117.655075,1350.9
52.526703,-117.655103,1350.8
52.526694,-117.655114,1350.8
52.526681,-117.655118,1350.8
52.526672,-117.655117,1350.8
52.526663,-117.655104,1350.7
52.526654,-117.655105,1350.7
52.526646,-117.655092,1350.7
52.526632,-117.655089,1350.6
52.526618,-117.655094,1350.6
52.526604,-117.655091,1350.6
52.526589,-117.655092,1350.6
52.526583,-117.655093,1350.5
52.526574,-117.655103,1350.5
52.526562,-117.655089,1350.5
52.526553,-117.655109,1350.4
52.526552,-117.65511,1350.4
52.526546,-117.655111,1350.4
52.526535,-117.655138,1350.3
52.52652,-117.655147,1350.3
52.526513,-117.655159,1350.3
52.526502,-117.655172,1350.2
52.526497,-117.655177,1350.2
52.526488,-117.655188,1350.2
52.52647,-117.655192,1350.1
52.526461,-117.655201,1350.1
52.526449,-117.655193,1350.0
52.526442,-117.65521,1350.0
52.526438,-117.655221,1350.0
52.526432,-117.655234,1349.9
52.526423,-117.65525,1349.9
52.52641,-117.65526,1349.9
52.5264,-117.655271,1349.8
52.526391,-117.65527,1349.8
52.526384,-117.655293,1349.7
52.526377,-117.655308,1349.7
52.526375,-117.655318,1349.7
52.526367,-117.655323,1349.7
52.526361,-117.655326,1349.6
52.526351,-117.655341,1349.6
52.526335,-117.655355,1349.5
52.526328,-117.655363,1349.5
52.52632,-117.655372,1349.5
52.526317,-117.655388,1349.4
52.526305,-117.655398,1349.4
52.526293,-117.655392,1349.4
52.526275,-117.655393,1349.3
52.526264,-117.655386,1349.2
52.526249,-117.655396,1349.2
52.526231,-117.655403,1349.1
52.526221,-117.655424,1349.0
52.526212,-117.655429,1349.0
52.526205,-117.655434,1349.0
52.526189,-117.655426,1348.9
52.526181,-117.655434,1348.8
52.526173,-117.655443,1348.8
52.526166,-117.655451,1348.7
52.526152,-117.655471,1348.7
52.526147,-117.655485,1348.6
52.526142,-117.6555,1348.6
52.526132,-117.655517,1348.5
52.526121,-117.655531,1348.4
52.526112,-117.655542,1348.4
52.526083,-117.655559,1348.2
52.52607,-117.655583,1348.1
52.526069,-117.65557,1348.1
52.526059,-117.655578,1348.0
52.526056,-117.655595,1347.9
52.526043,-117.655604,1347.9
52.526036,-117.655604,1347.8
52.526028,-117.655609,1347.8
52.526016,-117.655615,1347.7
52.526006,-117.655626,1347.6
52.525996,-117.655622,1347.6
52.525998,-117.655626,1347.6
52.525992,-117.655639,1347.5
52.525983,-117.655647,1347.5
52.525978,-117.655654,1347.4
52.525972,-117.655661,1347.4
52.525967,-117.655669,1347.3
52.525961,-117.655676,1347.3
52.525952,-117.655682,1347.2
52.525942,-117.655691,1347.2
52.525933,-117.655696,1347.1
52.525921,-117.655727,1347.0
52.525917,-117.655738,1346.9
52.525912,-117.655749,1346.9
52.525904,-117.655762,1346.8
52.525891,-117.655776,1346.7
52.52589,-117.655781,1346.7
